Row_ID,Order_ID,Request_Date,Completion_Date,Customer ID,Customer_Name
250,CA-2017-154739,10/12/2017,15/12/2017,LH-17155,Logan Haushalter
251,CA-2017-145625,11/9/2017,17/09/2017,KC-16540,Kelly Collister
252,CA-2017-145625,11/9/2017,17/09/2017,KC-16540,Kelly Collister
253,CA-2017-146941,10/12/2017,13/12/2017,DL-13315,Delfina Latchford
254,CA-2017-146941,10/12/2017,13/12/2017,DL-13315,Delfina Latchford
255,US-2016-159982,28/11/2016,4/12/2016,DR-12880,Dan Reichenbach
256,US-2016-159982,28/11/2016,4/12/2016,DR-12880,Dan Reichenbach
257,US-2016-159982,28/11/2016,4/12/2016,DR-12880,Dan Reichenbach
258,US-2016-159982,28/11/2016,4/12/2016,DR-12880,Dan Reichenbach
259,CA-2018-163139,1/12/2018,3/12/2018,CC-12670,Craig Carreira
260,CA-2018-163139,1/12/2018,3/12/2018,CC-12670,Craig Carreira
261,CA-2018-163139,1/12/2018,3/12/2018,CC-12670,Craig Carreira
262,US-2018-155299,8/6/2018,12/6/2018,Dl-13600,Dorris liebe
263,US-2015-106992,19/09/2015,21/09/2015,SB-20290,Sean Braxton
264,US-2015-106992,19/09/2015,21/09/2015,SB-20290,Sean Braxton
265,CA-2017-125318,6/6/2017,13/06/2017,RC-19825,Roy Collins
266,CA-2016-155040,10/11/2016,15/11/2016,AH-10210,Alan Hwang
267,CA-2018-136826,16/06/2018,20/06/2018,CB-12535,Claudia Bergmann
268,CA-2017-111010,22/01/2017,28/01/2017,PG-18895,Paul Gonzalez
269,US-2018-145366,9/12/2018,13/12/2018,CA-12310,Christine Abelman
270,US-2018-145366,9/12/2018,13/12/2018,CA-12310,Christine Abelman
271,CA-2018-163979,28/12/2018,2/1/2019,KH-16690,Kristen Hastings
272,CA-2016-155334,30/07/2016,31/07/2016,HA-14920,Helen Andreada
273,CA-2016-155334,30/07/2016,31/07/2016,HA-14920,Helen Andreada
274,CA-2016-155334,30/07/2016,31/07/2016,HA-14920,Helen Andreada
275,CA-2018-118136,16/09/2018,17/09/2018,BB-10990,Barry Blumstein
276,CA-2018-118136,16/09/2018,17/09/2018,BB-10990,Barry Blumstein
277,CA-2018-132976,13/10/2018,17/10/2018,AG-10495,Andrew Gjertsen
278,CA-2018-132976,13/10/2018,17/10/2018,AG-10495,Andrew Gjertsen
279,CA-2018-132976,13/10/2018,17/10/2018,AG-10495,Andrew Gjertsen
280,CA-2018-132976,13/10/2018,17/10/2018,AG-10495,Andrew Gjertsen
281,US-2016-161991,26/09/2016,28/09/2016,SC-20725,Steven Cartwright
282,US-2016-161991,26/09/2016,28/09/2016,SC-20725,Steven Cartwright
283,CA-2016-130890,2/11/2016,6/11/2016,JO-15280,Jas O'Carroll
284,CA-2016-130883,26/09/2016,2/10/2016,TB-21520,Tracy Blumstein
285,CA-2016-130883,26/09/2016,2/10/2016,TB-21520,Tracy Blumstein
286,CA-2016-130883,26/09/2016,2/10/2016,TB-21520,Tracy Blumstein
287,CA-2017-112697,18/12/2017,20/12/2017,AH-10195,Alan Haines
288,CA-2017-112697,18/12/2017,20/12/2017,AH-10195,Alan Haines
289,CA-2017-112697,18/12/2017,20/12/2017,AH-10195,Alan Haines
290,CA-2017-110772,20/11/2017,24/11/2017,NZ-18565,Nick Zandusky
291,CA-2017-110772,20/11/2017,24/11/2017,NZ-18565,Nick Zandusky
292,CA-2017-110772,20/11/2017,24/11/2017,NZ-18565,Nick Zandusky
293,CA-2017-110772,20/11/2017,24/11/2017,NZ-18565,Nick Zandusky
294,CA-2015-111451,26/12/2015,28/12/2015,KL-16555,Kelly Lampkin
295,CA-2015-111451,26/12/2015,28/12/2015,KL-16555,Kelly Lampkin
296,CA-2015-111451,26/12/2015,28/12/2015,KL-16555,Kelly Lampkin
297,CA-2015-111451,26/12/2015,28/12/2015,KL-16555,Kelly Lampkin
298,CA-2015-111451,26/12/2015,28/12/2015,KL-16555,Kelly Lampkin
299,CA-2017-142545,28/10/2017,3/11/2017,JD-15895,Jonathan Doherty
300,CA-2017-142545,28/10/2017,3/11/2017,JD-15895,Jonathan Doherty
301,CA-2017-142545,28/10/2017,3/11/2017,JD-15895,Jonathan Doherty
302,CA-2017-142545,28/10/2017,3/11/2017,JD-15895,Jonathan Doherty
303,CA-2017-142545,28/10/2017,3/11/2017,JD-15895,Jonathan Doherty
304,US-2018-152380,19/11/2018,23/11/2018,JH-15910,Jonathan Howell
305,CA-2016-144253,4/5/2016,9/5/2016,AS-10225,Alan Schoenberger
306,CA-2015-130960,30/12/2015,4/1/2016,KB-16600,Ken Brennan
307,CA-2015-111003,1/6/2015,6/6/2015,CR-12625,Corey Roper
308,CA-2015-111003,1/6/2015,6/6/2015,CR-12625,Corey Roper
309,CA-2018-126774,15/04/2018,17/04/2018,SH-20395,Shahid Hopkins
310,CA-2017-142902,12/9/2017,14/09/2017,BP-11185,Ben Peterman
311,CA-2017-142902,12/9/2017,14/09/2017,BP-11185,Ben Peterman
312,CA-2017-142902,12/9/2017,14/09/2017,BP-11185,Ben Peterman
313,CA-2017-142902,12/9/2017,14/09/2017,BP-11185,Ben Peterman
314,CA-2015-120887,27/09/2015,3/10/2015,TS-21205,Thomas Seio
315,CA-2015-167850,9/8/2015,16/08/2015,AG-10525,Andy Gerbode
316,CA-2015-167850,9/8/2015,16/08/2015,AG-10525,Andy Gerbode
317,CA-2015-164259,28/12/2015,30/12/2015,SP-20860,Sung Pak
318,CA-2015-164973,4/11/2015,9/11/2015,NM-18445,Nathan Mautz
319,CA-2015-164973,4/11/2015,9/11/2015,NM-18445,Nathan Mautz
320,CA-2015-164973,4/11/2015,9/11/2015,NM-18445,Nathan Mautz
321,CA-2015-164973,4/11/2015,9/11/2015,NM-18445,Nathan Mautz
322,CA-2015-164973,4/11/2015,9/11/2015,NM-18445,Nathan Mautz
323,CA-2015-156601,19/09/2015,24/09/2015,FA-14230,Frank Atkinson
324,CA-2017-162138,23/04/2017,27/04/2017,GK-14620,Grace Kelly
325,CA-2017-162138,23/04/2017,27/04/2017,GK-14620,Grace Kelly
326,CA-2018-153339,3/11/2018,5/11/2018,DJ-13510,Don Jones
327,US-2017-141544,30/08/2017,1/9/2017,PO-18850,Patrick O'Brill
328,US-2017-141544,30/08/2017,1/9/2017,PO-18850,Patrick O'Brill
329,US-2017-141544,30/08/2017,1/9/2017,PO-18850,Patrick O'Brill
330,US-2017-141544,30/08/2017,1/9/2017,PO-18850,Patrick O'Brill
331,US-2017-141544,30/08/2017,1/9/2017,PO-18850,Patrick O'Brill
332,US-2017-150147,25/04/2017,29/04/2017,JL-15850,John Lucas
333,US-2017-150147,25/04/2017,29/04/2017,JL-15850,John Lucas
334,US-2017-150147,25/04/2017,29/04/2017,JL-15850,John Lucas
335,CA-2016-137946,1/9/2016,4/9/2016,DB-13615,Doug Bickford
336,CA-2016-137946,1/9/2016,4/9/2016,DB-13615,Doug Bickford
337,CA-2016-137946,1/9/2016,4/9/2016,DB-13615,Doug Bickford
338,CA-2015-129924,12/7/2015,17/07/2015,AC-10420,Alyssa Crouse
339,CA-2015-129924,12/7/2015,17/07/2015,AC-10420,Alyssa Crouse
340,CA-2016-128167,22/06/2016,26/06/2016,KL-16645,Ken Lonsdale
341,CA-2015-122336,13/04/2015,17/04/2015,JD-15895,Jonathan Doherty
342,CA-2015-122336,13/04/2015,17/04/2015,JD-15895,Jonathan Doherty
343,CA-2015-122336,13/04/2015,17/04/2015,JD-15895,Jonathan Doherty
344,CA-2015-122336,13/04/2015,17/04/2015,JD-15895,Jonathan Doherty
345,US-2016-120712,20/12/2016,24/12/2016,CS-12130,Chad Sievert
346,CA-2018-169901,15/06/2018,19/06/2018,CC-12550,Clay Cheatham
347,CA-2018-134306,8/7/2018,12/7/2018,TD-20995,Tamara Dahlen
348,CA-2018-134306,8/7/2018,12/7/2018,TD-20995,Tamara Dahlen
349,CA-2018-134306,8/7/2018,12/7/2018,TD-20995,Tamara Dahlen
350,CA-2017-129714,1/9/2017,3/9/2017,AB-10060,Adam Bellavance
351,CA-2017-129714,1/9/2017,3/9/2017,AB-10060,Adam Bellavance
352,CA-2017-129714,1/9/2017,3/9/2017,AB-10060,Adam Bellavance
